"","Codigo","Tipo de Adquisicion","Estado","Nombre Organismo","Region Unidad","Codigo Moneda","Fecha Creacion","Fecha Publicacion","Fecha Adjudicacion","Fuente Financiamiento","Descripcion linea Adquisicion","Descripcion Proveedor","Unidad Medida","Nombre Proveedor","Estado Oferta","Cantidad Ofertada","Moneda de la Oferta","Monto Unitario Oferta","Valor Total Ofertado","Cantidad Adjudicada","Monto Linea Adjudica","Fecha Envio Oferta","Oferta seleccionada","CHL-USD","Monto Unitario Oferta USD","Monto Linea Adjudica USD","Valor Total Ofertado USD","Tipo de Institucion"
"4384","8804272","Licitación Pública Entre 100 y 1000 UTM (LE)","8","Ilustre Municipalidad de Paredones","Región del Libertador General Bernardo O´Higgins","CLP","2021-04-15","2021-05-05","2021-06-15","Presupuesto Convenio Programa FOFAR","GLIBENCLAMIDA CM 5 MG","Glibenclamida 5 Mg X 60 Comprimido Generico - Lab. Labofar - Vence 31032024 - Entrega en 24 hrs - Incluye canje con productos con vencimiento inferior a 12 meses - Valor por unidad
","Unidad","LABOFAR","Aceptada","70000","Peso Chileno","6","420000","70000","420000","2021-05-17","Seleccionada",728.054772727273,0.00824113820107815,576.879674075471,576.879674075471,"Municipalidad"
"4385","8804272","Licitación Pública Entre 100 y 1000 UTM (LE)","8","Ilustre Municipalidad de Paredones","Región del Libertador General Bernardo O´Higgins","CLP","2021-04-15","2021-05-05","2021-06-15","Presupuesto Convenio Programa FOFAR","GLIBENCLAMIDA CM 5 MG","GLIBENCLAMIDA 5MG BE®, GLIBENCLAMIDA, Envase de: 1005 COMPRIMIDO, MINTLAB, Reg.ISP: F-9896, Vence: 2024-07-31. ENTREGA EN 72 HRS","Unidad","Medikar Ltda","Aceptada","70000","Peso Chileno","8.81","616700","0","0","2021-05-17","No Seleccionada",728.054772727273,0.0121007379252498,0,847.051654767483,"Municipalidad"
"4386","8804272","Licitación Pública Entre 100 y 1000 UTM (LE)","8","Ilustre Municipalidad de Paredones","Región del Libertador General Bernardo O´Higgins","CLP","2021-04-15","2021-05-05","2021-06-15","Presupuesto Convenio Programa FOFAR","GLIBENCLAMIDA CM 5 MG","MIN0286 GLIBENCLAMIDA B 5MG X 1005 COMP. BE. B  Entrega 24-48 HR GLIBENCLAMIDA F-989616 MINTLAB  VENC. 31-07-2024","Unidad","Caribean Pharma Ltda","Aceptada","70000","Peso Chileno","7.79","545300","0","0","2021-05-17","No Seleccionada",728.054772727273,0.0106997444310665,0,748.982110174653,"Municipalidad"
"4387","8804272","Licitación Pública Entre 100 y 1000 UTM (LE)","8","Ilustre Municipalidad de Paredones","Región del Libertador General Bernardo O´Higgins","CLP","2021-04-15","2021-05-05","2021-06-15","Presupuesto Convenio Programa FOFAR","GLIBENCLAMIDA CM 5 MG","GLIBENCLAMIDA 5 MG CM. CAJAX60. LAB CHILE. REG ISP F-3947-20. VENCE 30-09-2023. BIOEQUIVALENTE.
","Unidad","WINPHARM","Aceptada","70000","Peso Chileno","8","560000","0","0","2021-05-11","No Seleccionada",728.054772727273,0.0109881842681042,0,769.172898767294,"Municipalidad"
"4388","8804272","Licitación Pública Entre 100 y 1000 UTM (LE)","8","Ilustre Municipalidad de Paredones","Región del Libertador General Bernardo O´Higgins","CLP","2021-04-15","2021-05-05","2021-06-15","Presupuesto Convenio Programa FOFAR","GLIBENCLAMIDA CM 5 MG","GLIBENCLAMIDA B 5MG X 1005 COMP. BE.	           VTO 31-07-2023
","Unidad","Droguería Concepción Ltda","Aceptada","70000","Peso Chileno","10","7e+05","0","0","2021-05-16","No Seleccionada",728.054772727273,0.0137352303351303,0,961.466123459118,"Municipalidad"
"4389","8804272","Licitación Pública Entre 100 y 1000 UTM (LE)","8","Ilustre Municipalidad de Paredones","Región del Libertador General Bernardo O´Higgins","CLP","2021-04-15","2021-05-05","2021-06-15","Presupuesto Convenio Programa FOFAR","GLIBENCLAMIDA CM 5 MG","GLBN0005COMP. BEGLIBENCLAMIDA 5MG X 1005 COMP.. MINTLAB. GLIBENCLAMIDA. REG ISP F-9896 -  -
Vencimiento superior a 18 meses
Se adjunta ISP, anexos
Entrega en 2 días
Vigencia 90 días","Unidad","ETHON PHARMACEUTICALS SPA.","Aceptada","70000","Peso Chileno","7.8","546000","0","0","2021-05-10","No Seleccionada",728.054772727273,0.0107134796614016,0,749.943576298112,"Municipalidad"
"4390","8808292","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE EL QUISCO","Región de Valparaíso","CLP","2021-04-26","2021-05-10","2021-06-22","DEPARTAMENTO DE SALUD","GLIBENCLAMIDA 5 MG X 60 COMPRIMIDOS
","GLIBENCLAMIDA 5 MG BE®, GLIBENCLAMIDA, Envase de: 60 COMPRIMIDO, LAB CHILE, Reg.ISP: F-3947, Vence: 2024-01-31. ENTREGA EN 24 HRS","Caja","Medikar Ltda","Aceptada","10","Peso Chileno","612","6120","0","0","2021-05-25","No Seleccionada",728.054772727273,0.840596096509971,0,8.40596096509971,"Municipalidad"
"4391","8808292","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE EL QUISCO","Región de Valparaíso","CLP","2021-04-26","2021-05-10","2021-06-22","DEPARTAMENTO DE SALUD","GLIBENCLAMIDA 5 MG X 60 COMPRIMIDOS
","LCH0037 GLIBENCLAMIDA 5MG X60 COMP. B B  Entrega 24-48 HR GLIBENCLAMIDA F-394720 LABORATORIO CHILE  VENC. 31-01-2023","Caja","Caribean Pharma Ltda","Aceptada","10","Peso Chileno","584","5840","0","0","2021-05-25","No Seleccionada",728.054772727273,0.802137451571607,0,8.02137451571607,"Municipalidad"
"4392","8808292","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE EL QUISCO","Región de Valparaíso","CLP","2021-04-26","2021-05-10","2021-06-22","DEPARTAMENTO DE SALUD","GLIBENCLAMIDA 5 MG X 60 COMPRIMIDOS
","GLBN0005COMP. (BE)GLIBENCLAMIDA 5MG X 60 COMP.. LABORATORIO CHILE. GLIBENCLAMIDA. REG ISP F-3947/15 - VTO 3-2024 - LOTE DNLK","Caja","ETHON PHARMACEUTICALS SPA.","Aceptada","10","Peso Chileno","642","6420","0","0","2021-05-24","No Seleccionada",728.054772727273,0.881801787515362,0,8.81801787515362,"Municipalidad"
"4393","8809516","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE MAULLIN","Región de los Lagos","CLP","2021-04-28","2021-05-04","2021-06-04",NA,"metfomina 500mg + glibenclamida 5 mg (similar glucovance 500/5) caja de 30 cmprimidos","GLUCOVANCE 500 5MG  -Metformina;Glibenclamida- caja x 30 comp. recubiertos _ REG. ISP F-9763.16 _ Fecha venc. 31-10-2022 _ Despacho dentro de 3 das hbiles _ Monto minimo facturacin 120.000 pesos netos.","Caja","Merck S.A. Productos Farmacéuticos","Aceptada","12","Peso Chileno","7140","85680","0","0","2021-05-17","No Seleccionada",728.054772727273,9.806954459283,0,117.683453511396,"Municipalidad"
"4394","8809516","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE MAULLIN","Región de los Lagos","CLP","2021-04-28","2021-05-04","2021-06-04",NA,"metfomina 500mg + glibenclamida 5 mg (similar glucovance 500/5) caja de 30 cmprimidos","120-10-67644 HIPOGLUCIN DA 500MG/5MG 30C REG.ISP F-14549 - Metformina Clorhidrato /Glibenclamida 5-500 mg-mg 30 Comprimidos Recubiertos , venc: Jun22, Se adjunta documentacion técnica, certificado de farmavigilancia, politica de canje, devoluciones y norm","Caja","LABORATORIO CHILE S.A.","Aceptada","12","Peso Chileno","6690","80280","12","80280","2021-05-13","Seleccionada",728.054772727273,9.18886909420214,110.266429130426,110.266429130426,"Municipalidad"
"4395","8809819","Licitación Pública Menor a 100 UTM (L1)","8","I MUNICIPALIDAD DE CONSTITUCION","Región del Maule","CLP","2021-04-29","2021-05-17","2021-08-31",NA,"GLIBENCLAMIDA 5MG COMPRIMODOS","120-10-12041 GLIBENCLAMIDA 5MG 60C REG.ISP F-3947 EQUIVALENTE TERAPÉUTICO Glibenclamida 5 mg 60 Comprimidos , venc: DIC 23, Se adjunta documentacion técnica, certificado de farmavigilancia, politica de canje, devoluciones y norma GMP. Despacho en 48 horas","Comprimido","LABORATORIO CHILE S.A.","Aceptada","270000","Peso Chileno","7","1890000","270000","1890000","2021-05-24","Seleccionada",780.759090909091,0.00896563367818033,2420.72109310869,2420.72109310869,"Municipalidad"
"4396","8809819","Licitación Pública Menor a 100 UTM (L1)","8","I MUNICIPALIDAD DE CONSTITUCION","Región del Maule","CLP","2021-04-29","2021-05-17","2021-08-31",NA,"GLIBENCLAMIDA 5MG COMPRIMODOS","GLIBENCLAMIDA.BE.COM.5MG.60 - MARCA-,CX60 COMPRIMIDOS,,REG. ISP,LAB.MARCA,BIOEQUIVALENTES Y GENERICOS,Se adjuntan Anexos Administrativos, Técnicos y Condiciones de Canje. Sin Costo por Flete. Entrega de 24 a 48 Horas, Vence  DICIEMBRE-2022 ,SIN MINIMO DE","Comprimido","ADN FARMACÉUTICA","Aceptada","270000","Peso Chileno","9.5","2565000","0","0","2021-05-18","No Seleccionada",780.759090909091,0.0121676457061019,0,3285.2643406475,"Municipalidad"
"4397","8809819","Licitación Pública Menor a 100 UTM (L1)","8","I MUNICIPALIDAD DE CONSTITUCION","Región del Maule","CLP","2021-04-29","2021-05-17","2021-08-31",NA,"GLIBENCLAMIDA 5MG COMPRIMODOS","GLIBENCLAMIDA 5 MG CM. CAJAX60. LAB CHILE. REG ISP F-3947-20. VENCE 30-09-2023. BIOEQUIVALENTE.
","Comprimido","WINPHARM","Aceptada","270000","Peso Chileno","7.5","2025000","0","0","2021-05-24","No Seleccionada",780.759090909091,0.00960603608376463,0,2593.62974261645,"Municipalidad"
"4398","8809819","Licitación Pública Menor a 100 UTM (L1)","8","I MUNICIPALIDAD DE CONSTITUCION","Región del Maule","CLP","2021-04-29","2021-05-17","2021-08-31",NA,"GLIBENCLAMIDA 5MG COMPRIMODOS","Glibenclamida 5 Mg.
-CAJAS X 60 Comprimido- Generico - Lab. Labofar - Vence 31-03-2024 - Entrega en 72 hrs - Incluye canje con productos con vencimiento inferior a 12 meses - Valor por unidad -
","Comprimido","LABOFAR","Aceptada","270000","Peso Chileno","6","1620000","0","0","2021-05-18","No Seleccionada",780.759090909091,0.00768482886701171,0,2074.90379409316,"Municipalidad"
"4399","8809819","Licitación Pública Menor a 100 UTM (L1)","8","I MUNICIPALIDAD DE CONSTITUCION","Región del Maule","CLP","2021-04-29","2021-05-17","2021-08-31",NA,"GLIBENCLAMIDA 5MG COMPRIMODOS","Glibenclamida 5 Mg.
-CAJAS  X 60 Comprimido- Generico - Lab. Labofar - Vence 31-03-2024 - Entrega en 72 hrs - Incluye canje con productos con vencimiento inferior a 12 meses - Valor por unidad -
","Comprimido","MEDBIOTEC","Aceptada","270000","Peso Chileno","6","1620000","0","0","2021-05-18","No Seleccionada",780.759090909091,0.00768482886701171,0,2074.90379409316,"Municipalidad"
"4400","8809819","Licitación Pública Menor a 100 UTM (L1)","8","I MUNICIPALIDAD DE CONSTITUCION","Región del Maule","CLP","2021-04-29","2021-05-17","2021-08-31",NA,"GLIBENCLAMIDA 5MG COMPRIMODOS","MIN0286 GLIBENCLAMIDA B 5MG X 1005 COMP. BE. B  TIEMPO DE ENTREGA 24- HR GLIBENCLAMIDA DISPONE DE CANEJ F-989616 MINTLAB  VENC. 31-07-2024","Comprimido","Caribean Pharma Ltda","Aceptada","270000","Peso Chileno","7.79","2103300","0","0","2021-05-24","No Seleccionada",780.759090909091,0.00997746947900353,0,2693.91675933095,"Municipalidad"
"4401","8809819","Licitación Pública Menor a 100 UTM (L1)","8","I MUNICIPALIDAD DE CONSTITUCION","Región del Maule","CLP","2021-04-29","2021-05-17","2021-08-31",NA,"GLIBENCLAMIDA 5MG COMPRIMODOS","GLIBENCLAMIDA  5MG X 1000 COMP. BE.	         VTO 31-07-2023
","Comprimido","Droguería Concepción Ltda","Aceptada","270000","Peso Chileno","9.9","2673000","0","0","2021-05-21","No Seleccionada",780.759090909091,0.0126799676305693,0,3423.59126025372,"Municipalidad"
"4402","8809819","Licitación Pública Menor a 100 UTM (L1)","8","I MUNICIPALIDAD DE CONSTITUCION","Región del Maule","CLP","2021-04-29","2021-05-17","2021-08-31",NA,"GLIBENCLAMIDA 5MG COMPRIMODOS","267741	GLIBENCLAMIDA 5 MG 60 COMP 	N° Registro ISP: F-3947 	L CHILE	GENERICO	31-03-2024
LOTE   DNLJ
VALOR OFERTADO  INCLUYE IVA  Y FLETE				 
DESPACHO  DENTRO DE 48 HORAS EMITIDA LA OC
SE ADJUNTAN  POLITICAS DE CANJE  	

LOTE","Comprimido","DROGUERIA GLOBAL PHARMA SPA","Aceptada","270000","Peso Chileno","8","2160000","0","0","2021-05-24","No Seleccionada",780.759090909091,0.0102464384893489,0,2766.53839212421,"Municipalidad"
"4403","8809819","Licitación Pública Menor a 100 UTM (L1)","8","I MUNICIPALIDAD DE CONSTITUCION","Región del Maule","CLP","2021-04-29","2021-05-17","2021-08-31",NA,"GLIBENCLAMIDA 5MG COMPRIMODOS","GLIBENCLAMIDA 5MG BE®, GLIBENCLAMIDA, Envase de: 1005 COMPRIMIDO, MINTLAB, Reg.ISP: F-9896, Vence: 2024-07-31. ENTREGA EN 72 HRS","Comprimido","Medikar Ltda","Aceptada","270000","Peso Chileno","7","1890000","0","0","2021-05-24","No Seleccionada",780.759090909091,0.00896563367818033,0,2420.72109310869,"Municipalidad"
"4404","8809819","Licitación Pública Menor a 100 UTM (L1)","8","I MUNICIPALIDAD DE CONSTITUCION","Región del Maule","CLP","2021-04-29","2021-05-17","2021-08-31",NA,"GLIBENCLAMIDA 5MG COMPRIMODOS","GLBN0005COMP. BEGLIBENCLAMIDA 5MG X 1005 COMP.. MINTLAB. GLIBENCLAMIDA. REG ISP F-9896 VTO SUPERIOR A 12 MESES , Entrega en 24 hrs. Se adjunta ISP, CANJE y anexos técnicos. Sin costo por flete. Pedido mínimo 50.000.","Comprimido","ETHON PHARMACEUTICALS SPA.","Aceptada","270000","Peso Chileno","7.8","2106000","0","0","2021-05-24","No Seleccionada",780.759090909091,0.00999027752711522,0,2697.37493232111,"Municipalidad"
"4405","8811476","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE SAN CLEMENTE","Región del Maule","CLP","2021-05-04","2021-05-11","2021-05-31","Departamento de Salud","DAPAGLIFLOZINA/METFORMINA 10/1000 
","276900	XIGDUO XR 101000 MG 28 COMPRIMIDOS RECUBIERTOS LP  F-2245021 DAPAGLIFLOZINA+METFORMINA	METFORMINA+GLIBENCLAMIDA	ASTRAZENECA		31-10-2022
VALOR OFERTADO  INCLUYE IVA  Y FLETE				 
DESPACHO  DENTRO DE 48 HORAS                                   
SE","Unidad no definida","DROGUERIA GLOBAL PHARMA SPA","Aceptada","20","Peso Chileno","27665","553300","0","0","2021-05-22","No Seleccionada",712.625,38.8212594281705,0,776.42518856341,"Municipalidad"
"4406","8811987","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE MONTEPATRIA","Región de Coquimbo","CLP","2021-05-05","2021-05-18","2021-06-29",NA,"GLIBENCLAMIDA/METFORMINA 5MG/500MG","AND0230 GLIFORTEX-G 5005MG EN CAJA DE 1000 COMP REC  Entrega 24-48 HR METFORMINA+GLIBENCLAMIDA F-12968 ANDROMACO  VENC. 30-11-2022","Comprimido","Caribean Pharma Ltda","Aceptada","140000","Peso Chileno","34","4760000","0","0","2021-05-25","No Seleccionada",728.054772727273,0.0466997831394429,0,6537.969639522,"Municipalidad"
"4407","8811987","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE MONTEPATRIA","Región de Coquimbo","CLP","2021-05-05","2021-05-18","2021-06-29",NA,"GLIBENCLAMIDA/METFORMINA 5MG/500MG","METFORMINAGLIBENCLAMIDAGLIFORTEX G COM REC 5005MG X1000 - MARCA-,CX1000 COMPRIMIDOS,,REG. ISP,LAB.Andromaco,Se adjuntan Anexos Administrativos, Técnicos y Condiciones de Canje. Sin Costo por Flete. Entrega de 24 a 48 Horas, Vence  NOVIEMBRE-2022 ,SIN MINI","Comprimido","ADN FARMACÉUTICA","Aceptada","140000","Peso Chileno","30.9","4326000","140000","4326000","2021-05-20","Seleccionada",728.054772727273,0.0424418617355525,5941.86064297735,5941.86064297735,"Municipalidad"
"4408","8811987","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE MONTEPATRIA","Región de Coquimbo","CLP","2021-05-05","2021-05-18","2021-06-29",NA,"GLIBENCLAMIDA/METFORMINA 5MG/500MG","S-PT4348. GLUKAUT 500-5 MG. ENV. 60 COMP.REC. GLIBENCLAMIDA 5 MG + METFORMINA 500 MG. VENCE: 31-03-2024.N° REG. ISP:F-14331-19. STOCK DISPONIBLE.","Comprimido","Instituto Sanitas S.A.","Aceptada","140000","Peso Chileno","35","4900000","0","0","2021-05-25","No Seleccionada",728.054772727273,0.0480733061729559,0,6730.26286421382,"Municipalidad"
"4409","8811987","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE MONTEPATRIA","Región de Coquimbo","CLP","2021-05-05","2021-05-18","2021-06-29",NA,"GLIBENCLAMIDA/METFORMINA 5MG/500MG","MTGLB5005COMP. GLUKAUT 500/5 MG X 60 COMP. REC.. SANITAS. METFORMINA/GLIBENCLAMIDA. REG ISP F-14331 - VTO 9-2022 - LOTE 0974019, Entrega en 2 días. Se adjunta ISP, CANJE y anexos técnicos. Vigencia 90 días. Sin costo por flete. Sin monto mínimo de despach","Comprimido","ETHON PHARMACEUTICALS SPA.","Aceptada","140000","Peso Chileno","53","7420000","0","0","2021-05-24","No Seleccionada",728.054772727273,0.0727967207761903,0,10191.5409086666,"Municipalidad"
"4410","8811987","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE MONTEPATRIA","Región de Coquimbo","CLP","2021-05-05","2021-05-18","2021-06-29",NA,"GLIBENCLAMIDA/METFORMINA 5MG/500MG","120-10-67644 HIPOGLUCIN DA 500MG/5MG 30C REG.ISP F-14549 - Metformina Clorhidrato /Glibenclamida 5-500 mg-mg 30 Comprimidos Recubiertos , venc: 30-12-2022, Se adjunta documentacion técnica, certificado de farmavigilancia, politica de canje, devoluciones y","Comprimido","LABORATORIO CHILE S.A.","Aceptada","140000","Peso Chileno","130","18200000","0","0","2021-05-23","No Seleccionada",728.054772727273,0.178557994356693,0,24998.1192099371,"Municipalidad"
"4411","8812136","Licitación Pública Menor a 100 UTM (L1)","8","I MUNICIPALIDAD DE LAS CABRAS","Región del Libertador General Bernardo O´Higgins","CLP","2021-05-05","2021-05-05","2021-06-30",NA,"GLUKAUT 500/5 MG	Envase de 60 comprimidos","120-10-67644 HIPOGLUCIN DA 500MG/5MG 30C REG.ISP F-14549 - Metformina Clorhidrato /Glibenclamida 5-500 mg-mg 30 Comprimidos Recubiertos , venc: Jun22 F-14549/20   -, Se adjunta documentacion técnica, certificado de farmavigilancia, politica de canje, devo","Unidad","LABORATORIO CHILE S.A.","Aceptada","6","Peso Chileno","6386","38316","0","0","2021-05-10","No Seleccionada",728.054772727273,8.77131809201418,0,52.6279085520851,"Municipalidad"
"4412","8812136","Licitación Pública Menor a 100 UTM (L1)","8","I MUNICIPALIDAD DE LAS CABRAS","Región del Libertador General Bernardo O´Higgins","CLP","2021-05-05","2021-05-05","2021-06-30",NA,"GLUKAUT 500/5 MG	Envase de 60 comprimidos","SNI0305 GLUKAUT 5005MG X60 COMP MP  Entrega 24-48 HR METFORMINA+GLIBENCLAMIDA F-14331 SANITAS  VENC. 30-09-2022   VALOR  XCAJA","Unidad","Caribean Pharma Ltda","Aceptada","6","Peso Chileno","3500","21000","20","70000","2021-05-11","Seleccionada",728.054772727273,4.80733061729559,96.1466123459118,28.8439837037735,"Municipalidad"
"4413","8812136","Licitación Pública Menor a 100 UTM (L1)","8","I MUNICIPALIDAD DE LAS CABRAS","Región del Libertador General Bernardo O´Higgins","CLP","2021-05-05","2021-05-05","2021-06-30",NA,"GLUKAUT 500/5 MG	Envase de 60 comprimidos","MT500.5COMP. GLUKAUT 5005 MG X 60 COMP. REC.. SANITAS. METFORMINAGLIBENCLAMIDA. REG ISP F-14331 - VTO 9-2022 - LOTE 0974019
Se adjunta ISP, anexos
Entrega en 2 días
Vigencia 90 días","Unidad","ETHON PHARMACEUTICALS SPA.","Rechazada","6","Peso Chileno","4431","26586","0","0","2021-05-06","No Seleccionada",728.054772727273,6.08608056149621,0,36.5164833689773,"Municipalidad"
"4414","8812152","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE LOTA","Región del Biobío","CLP","2021-05-05","2021-05-06","2021-05-18",NA,"Metformina 500 mg + glibenclamida 5 mg comprimido, , envase clinico x 1000 un.","MT500.5COMP. GLUKAUT 5005 MG X 60 COMP. REC.. SANITAS. METFORMINAGLIBENCLAMIDA. REG ISP F-14331 - VTO 9-2022 - LOTE 0974019Se adjunta ISP, anexos
Entrega en 72 Horas
Vigencia 60 días","Comprimido","ETHON PHARMACEUTICALS SPA.","Aceptada","15000","Peso Chileno","53","795000","0","0","2021-05-07","No Seleccionada",712.625,0.0743729170320996,0,1115.59375548149,"Municipalidad"
"4415","8812152","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE LOTA","Región del Biobío","CLP","2021-05-05","2021-05-06","2021-05-18",NA,"Metformina 500 mg + glibenclamida 5 mg comprimido, , envase clinico x 1000 un.","METFORMINAGLIBENCLAMIDAGLIFORTEX G COM REC 5005MG X1000 - MARCA-,CX1000 COMPRIMIDOS,,REG. ISP,LAB.Andromaco,Se adjuntan Anexos Administrativos, Técnicos y Condiciones de Canje. Sin Costo por Flete. Entrega de 24 a 48 Horas, Vence  NOVIEMBRE-2022 ,SIN MINI","Comprimido","ADN FARMACÉUTICA","Aceptada","15000","Peso Chileno","30.9","463500","0","0","2021-05-07","No Seleccionada",712.625,0.0433608138922996,0,650.412208384494,"Municipalidad"
"4416","8812152","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE LOTA","Región del Biobío","CLP","2021-05-05","2021-05-06","2021-05-18",NA,"Metformina 500 mg + glibenclamida 5 mg comprimido, , envase clinico x 1000 un.","S-PT4348  S-PT4348. GLUKAUT 500/5 MG 60 COMP.REC. (GLIBENCLAMIDA + METFORMINA). VENCE: 31-03-2024 N° REG. ISP:F-14331/19.
","Comprimido","Instituto Sanitas S.A.","Aceptada","15000","Peso Chileno","35","525000","0","0","2021-05-13","No Seleccionada",712.625,0.049114190492896,0,736.71285739344,"Municipalidad"
"4417","8812152","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE LOTA","Región del Biobío","CLP","2021-05-05","2021-05-06","2021-05-18",NA,"Metformina 500 mg + glibenclamida 5 mg comprimido, , envase clinico x 1000 un.","AND0230 GLIFORTEX-G 5005MG EN CAJA DE 1000 COMP REC  Entrega 24-48 HR METFORMINA+GLIBENCLAMIDA F-12968 ANDROMACO  VENC. 30-11-2022","Comprimido","Caribean Pharma Ltda","Aceptada","15000","Peso Chileno","34","510000","0","0","2021-05-13","No Seleccionada",712.625,0.0477109279073847,0,715.66391861077,"Municipalidad"
"4418","8812152","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE LOTA","Región del Biobío","CLP","2021-05-05","2021-05-06","2021-05-18",NA,"Metformina 500 mg + glibenclamida 5 mg comprimido, , envase clinico x 1000 un.","22100127 GLIFORTEX G COM RECUBIERTO - METFORMINA CLORHIDRATO 500 MG / GLIBENCLAMIDA 5 MG - CAJA X 1000 COM., CAJA X 1000, F-12968/18, FECHA VENCIMIENTO 30-11-2022, DESPACHO EN DOS (02) DÍAS HÁBILES, SE ADJUNTA CARTA DE CANJE","Comprimido","LABORATORIOS SILESIA S.A.","Aceptada","15000","Peso Chileno","26.4","396000","15000","396000","2021-05-11","Seleccionada",712.625,0.0370461322574987,555.69198386248,555.69198386248,"Municipalidad"
"4419","8812152","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE LOTA","Región del Biobío","CLP","2021-05-05","2021-05-06","2021-05-18",NA,"Metformina 500 mg + glibenclamida 5 mg comprimido, , envase clinico x 1000 un.","120-10-67644 HIPOGLUCIN DA 500MG/5MG 30C REG.ISP F-14549 - Metformina Clorhidrato /Glibenclamida 5-500 mg-mg 30 Comprimidos Recubiertos , venc: Jun22, Se adjunta documentacion técnica, certificado de farmavigilancia, politica de canje, devoluciones y norm","Comprimido","LABORATORIO CHILE S.A.","Aceptada","15000","Peso Chileno","130","1950000","0","0","2021-05-11","No Seleccionada",712.625,0.182424136116471,0,2736.36204174706,"Municipalidad"
"4420","8812674","Licitación Pública Menor a 100 UTM (L1)","8","I MUNICIPALIDAD DE SANTIAGO","Región Metropolitana de Santiago","CLP","2021-05-06","2021-05-06","2021-06-08",NA,"GLIBENCLAMIDA 5Mg COMPRIMIDO. FECHA DE VENCIMIENTO SUPERIOR A 1 AÑO DESDE LA FECHA DE ENTREGA. NO SE ACEPTAN CARTAS DE CANJE","GLIBENCLAMIDA.BE.COM.5MG.60 - MARCA-,CX60 COMPRIMIDOS,,REG. ISP,LAB.MARCA,BIOEQUIVALENTES Y GENERICOS,Se adjuntan Anexos Administrativos, Técnicos y Condiciones de Canje. Sin Costo por Flete. Entrega de 24 a 48 Horas, Vence  OCTUBRE-2022 ,SIN MINIMO DE CO","Comprimido","ADN FARMACÉUTICA","Aceptada","1000","Peso Chileno","9.5","9500","0","0","2021-05-07","No Seleccionada",728.054772727273,0.0130484688183737,0,13.0484688183737,"Municipalidad"
"4421","8812674","Licitación Pública Menor a 100 UTM (L1)","8","I MUNICIPALIDAD DE SANTIAGO","Región Metropolitana de Santiago","CLP","2021-05-06","2021-05-06","2021-06-08",NA,"GLIBENCLAMIDA 5Mg COMPRIMIDO. FECHA DE VENCIMIENTO SUPERIOR A 1 AÑO DESDE LA FECHA DE ENTREGA. NO SE ACEPTAN CARTAS DE CANJE","267741 GLIBENCLAMIDA 5 MG 60 COMP REG ISP F-3947.20 L CHILE GENERICO 31-03-2024. ENTREGA DENTRO DE 24 HORAS HÁBILES.","Comprimido","DROGUERIA GLOBAL PHARMA SPA","Aceptada","1000","Peso Chileno","8","8000","1000","8000","2021-05-10","Seleccionada",728.054772727273,0.0109881842681042,10.9881842681042,10.9881842681042,"Municipalidad"
"4422","8812674","Licitación Pública Menor a 100 UTM (L1)","8","I MUNICIPALIDAD DE SANTIAGO","Región Metropolitana de Santiago","CLP","2021-05-06","2021-05-06","2021-06-08",NA,"GLIBENCLAMIDA 5Mg COMPRIMIDO. FECHA DE VENCIMIENTO SUPERIOR A 1 AÑO DESDE LA FECHA DE ENTREGA. NO SE ACEPTAN CARTAS DE CANJE","GLIBENCLAMIDA 5MG BE®, GLIBENCLAMIDA, Envase de: 1005 COMPRIMIDO, MINTLAB, Reg.ISP: F-9896, Vence: 2024-07-31.","Comprimido","Medikar Ltda","Aceptada","1000","Peso Chileno","8.81","8810","0","0","2021-05-11","No Seleccionada",728.054772727273,0.0121007379252498,0,12.1007379252498,"Municipalidad"
